ID,Stewed,Prune,Dried,Mixed,Apple,Banana,Berry,Cherry,Grapefruit,Grape,Mango,Melon,Orange,Satsuma,Peach_nectarine,Pear,Pineapple,Plum,Other,Bakedbean,Pulses,Mixedvegetable,Vegetablepieces,Coleslaw,Sidesalad,Avocado,Broadbean,Greenbean,Beetroot,Broccoli,Butternutsquash,Cabbage_kale,Carrot,Cauliflower,Celery,Courgette,Cucumber,Garlic,Leek,Lettuce,Mushroom,Onion,Parsnip,Pea,Sweetpepper,Spinach,Sprouts,Sweetcorn,Freshtomato,Tinnedtomato,Turnip_swede,Watercress,Othervegetables
2443288,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,2,,1,1,,,,,,,,,,,,,,,,0.5,,,,
2443336,,,,,1,1,,,,4,1,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,
2443430,,,,1,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,0.25,,0.25,,,0.25,,,,1,,,,
2443499,,1,0.5,,1,1,1,,,,,,,,,1,,,,,,,,,0.5,,,,,,,,,,,,,,,0.25,1,1,,,1,,,,2,,,,
2443504,,,,,1,,,0.5,,,,,,,,,,2,,,,,0.5,,0.5,,,,1,,,,,,,,,,,,0.5,0.5,,,0.25,,,,0.5,,,,
2443768,,,,,2,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
2443961,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444102,,,0.5,,2,1,,,,,,,,3,,,,,,0.5,,,,,,,,0.25,0.25,0.25,,0.25,0.25,,,0.25,,0.25,0.25,,0.25,0.25,,,,,,,0.25,,,,
2444166,,,1,1,,,,,,,,,,,,,,,,1,1,1,1,,,,,0.25,,,,,1,1,,,,1,,,,,,,,,,,,,,,
2444230,,,2,,,,,,,,,,,1,3,1,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,
2444390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,1,,0.25,,,0.25,,,,1,,,,
2444407,,,,,,,,,,,,,,,,,,,,,0.5,,,,1,,,,,,,,,,,,,,,0.25,,0.25,,,,,,,1,0.5,,,
2444433,,,,,1,1,1,,,,,,,,,,1,,,,,,,,1,,,,0.5,,,,,,,,0.5,,,0.5,,,,,,,,,1,,,,
2444661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444715,,,,,,1,1,,,,,1,,,,,,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444764,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,0.25,,,,,1,2,,,0.5,,,0.5,,,,,,,,
2444781,0.5,,,,,1,0.5,,,0.5,,,,,0.5,,,,,,,,,,0.25,,,,0.25,1,,,1,1,,,0.5,,,0.25,,0.5,0.25,0.25,,,,,0.25,,,,
2444801,1,,,,1,1,,0.5,,,,,,,,,,,,,0.25,,1,,,,,0.25,,,,,0.5,,,,,,,,,,,,,,,,,,,,
2444820,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444895,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444900,,,1,,1,1,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,0.5,,,0.25,,,,1,,,0.25,,,,,,,,
2445182,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,
2445240,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
2445265,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2445386,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,1,1,,,,,,,,
2445421,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445588,1,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445596,,,,,0.5,,,,,,0.5,,,,,,0.5,,,1,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,
2445783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445918,,,,,,,,,,3,,,,,,,,,,,,,1,,2,,,,,1,,,2,,,,1,,,1,,,,,0.5,,,,1,,,,
2446108,,,,,,1,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,0.5,,0.25,,,,,0.25,,0.5,,,,,,,1,,,,
2446175,,,1,,1,1,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,
2446227,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,
2446236,,,,,1,1,,,,,0.5,0.5,1,,,,,,,,,,,,1,,,,0.5,,,,,0.5,,,,,,,,,,0.5,,,,,,0.5,,,
2446307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,
2446351,,,,,,0.5,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446423,0.5,,,,,,,0.5,0.5,,,,,,1,,,4,,,0.25,,,,,,,1,,,,,,,,0.5,,0.25,,,0.25,0.25,,,0.25,,,,,0.25,,,0.25
2446500,1,,,,0.5,,,,,,,,,1,,,,,,,,,,,1,,,,,1,1,,0.5,,,,0.25,0.25,,,0.5,,,,,,,,1,,,,
2446750,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,1,,1,,,,,,,1,,,1,,1,,,,,,,2,1,,,
2446811,,,,,,,,,,,,,,,,,,,,,,,0.25,,0.25,,,,,,,,,,,,,,,0.25,,,,,0.25,,,,0.25,,,,
2446847,,,,1,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
2446968,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,0.5,,,,
2447033,1,,1,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5,,,,,,,,,0.25,,0.25,,,,,,0.5,,,
2447122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.25,,0.5,0.25,,,,,,,,,,,,
2447194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447413,,1,,,,1,,,,,,,,,,1,,,,,,,,,,0.25,,,,,,,,,,,,,,2,,,,,,,,,,,,,
2447515,2,,,3,,1,,,,,,,,1,,,,,,0.5,,,,,,,,1,,0.5,,,1,,,,,,,,,1,1,0.25,,,,,1,,,,
2447527,,,,,,,,,,,,,,,0.5,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447623,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,1,,,,,
2447743,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447767,,,,,,,,,,0.5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447841,,,,,,1,,,,0.5,0.5,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,1,,,1,,,,,,,1,
2447911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,0.5,,0.5,,,1,,,0.5,0.5,,,,
2448174,,,,,,,1,,,,,,,,1,,,,,,,,1,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
2448238,,,,,1,1,,,,,,,1,,,,,,,,0.5,,2,,1,,,,,,,,1,,1,,1,,,,,,,,,,,,1,,,,
2448441,,,,,,1,,,,,,,1,,,,,1,,0.25,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,0.5,,0.25
2448518,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448799,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,0.25,,,,,0.25,,,,1,,,,
2448813,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449170,,,,,1,,2,,,1,,,,,,,,,,,0.5,,,,1,,0.5,0.5,,,,,1,,1,,,0.25,,0.25,,0.25,,0.25,0.25,,,,0.25,,,0.5,
2449243,,,,,,1,,,0.5,,,,,,,,0.5,,,,,,,,,,,,,1,,,1,,,,,,1,,,,1,,,,,,0.25,,,,
2449292,,,,1,1,,1,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,
2449313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,,,,1,,,,,,
2449332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
2449547,,1,,,,1,,,0.5,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2449607,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449723,,,,,,1,2,1,,1,,,,,1,,,,,,,,,1,1,,,,,,,,0.25,,,,,,,0.5,,0.25,,,,,,,3,,,,
2449835,,,0.5,,,1,1,,,1,,,,,,,,,,,1,,,,1,,,,1,,,,1,,,,1,,,1,,1,,,1,1,,,1,,,1,
2450024,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,
2450067,,,,,,,,,,0.5,,0.5,,,,,0.5,,,,,,,,,,,,,1,,,1,1,,,,,,,0.25,0.25,,,0.25,,,0.25,,,,,
2450251,,,,1,,1,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450315,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,2,,,,
2450327,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,0.5,,,,,,,,,,,
2450342,,,,,1,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.5,
2450426,,,,,1,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,
2450513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450565,,,,,1,1,,,,,,,,,,,,,,0.5,,,,,1,,,,,,,,,,,,1,,,1,,1,,,1,,,,,,,,
2450741,,,0.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450880,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,0.5,,,0.5,,,,,,0.5,,,0.5
2451210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451231,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,
2451267,,,,,2,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451437,,,,,1,2,,,,,,,1,,,1,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,,1,,,,
2451505,,,,,,,,,,2,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451547,,,,,0.5,1,1,,,0.5,,,,,0.5,1,,,1,,,,,,,,,1,,,,,1,,,1,,,,,,,0.5,,,,,,,,,,
2451612,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0.25,,,,,,,,1,,,
2451755,,,,,2,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,1
2451816,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,1
2451853,,1,,,4,1,,,0.5,1,,,,,,,,,2,,,1,,,,,,,,0.5,,,0.5,,0.5,,,,,,,,,1,0.5,,,,1,,,,
2451938,,,1,,,1,,,,4,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
2451957,,,,,1,,1,1,,,,,1,,1,,,,,,,,,0.5,1,,,,0.25,,,,,,0.25,,0.25,,,0.5,,0.25,,,1,,,,1,,,0.25,
2452154,,,,,1,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,2,1,,1,,2,,,,,,,3,1,,,
2452310,,,,,1,1,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,2,,,0.5,1,0.5,,,,,,,2,,,,
2452507,,,1,,,1,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452560,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452588,,,0.5,,,0.5,,,,1,0.5,0.5,,,1,,,,,,,,,0.5,2,0.5,,,0.25,,,1,1,,0.25,0.25,0.25,0.25,,1,0.5,0.25,,,0.25,,,,0.5,,,,
2452652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452720,,3,,,,1,,,,,,,,1,,,,1,4,,,,,,1,,,,,,,,,,,,0.25,,,0.25,,,,,0.25,,,,1,,,1,
2452769,,,,,,0.5,1,,,0.5,0.5,,,,0.5,0.5,,,,,1,,,,1,1,,,,,,,0.5,,1,,,0.25,0.5,0.5,,1,,,,,,,1,,,,0.5
2452894,,0.5,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,,,,,,1,,,,,,,
2452997,,,,,,,1,,,,,,,,,1,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,0.5,,0.25,,,,,,,0.5,,,,
2453000,,2,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,0.5,,,,
2453021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453126,,,0.5,,1,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,0.25,,,,
2453147,,,,,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453184,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,
2453385,,,,,1,1,,,,0.5,,,,,,,,,,,,,2,,1,,,0.5,,,,,0.25,,,,1,,,1,,0.25,,,,,,,1,,,,
2453394,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,1,,,,,,,,,,,,,,,,0.5
2453493,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
2453733,,1,,,,,1,,,,0.5,0.5,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,0.25,,,,,,,,,1,,,,
2453810,,,,,1,1,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,0.5,0.25,,,,0.25,,,,,,0.25,1,0.25,,,
2454083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,
2454095,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454186,,,,,1,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454215,,,,,1,1,,,,,,,,,,1,,,,1,,1,,,,,,1,,,,,,1,,,,,1,,1,,,,,,,,0.5,,0.5,,
2454307,,,,,,1,1,,,,,,,2,,,,,,,1,,0.25,,,,,,,,,,,,,,0.25,1,,,,1,,,,,,,,,,,
2454423,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454449,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,1,,2,,,,,,,,,,,,0.25,,,0.25,,,,1,1,,,
2454598,,,0.5,,1,1,,,,,,,,,,1,,,,,1,,,,1,,,,,1,,,0.25,,,,,,,,0.25,0.25,,,,,,,0.25,,,0.25,1
2454613,,,,,,1,,,,1,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
2454632,,,,,1,1,,0.5,,0.5,,,1,,,1,0.5,,,0.5,1,,,,,,,1,,0.25,,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,
2454785,,,,,1,,,,,0.5,,,,,,,,,,,,,1,,,,,,,,0.5,1,1,,,,,,,,,,,,,,,,,,0.5,,
2455022,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455085,,,,1,1,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455160,,,,,,3,2,,,,,,,,,,2,,,,2,,,,2,,,,1,,,,,,,,,,,2,0.25,,,,,,,,1,,,,
2455188,,,,,,,,,,2,,,,,,1,,,,,0.25,,1,,,,,,,,,,,,0.25,,,,,,0.25,0.25,,,0.5,,,,,,,,
2455246,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0.5,,,,,,,1,,,,,,1,,,,,
2455257,,,,,1,3,2,,,3,,2,1,,2,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,1,,1,1,,,1,1,1,,,
2455335,,0.5,0.5,,0.5,0.5,,,,1,,,0.5,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,0.5,,,,,,,,1,,,
2455523,,,,,1,1,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455549,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0.5,,,,1,,,0.5,,,,,,,,,1,,,,
2455555,,1,,,,,,,,0.5,,0.5,,,,,,,1,,,,,,1,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,
2455681,,,,,,2,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,0.5,1,1,,1,,,,,1,,,,
2455726,,,0.5,,,0.5,1,,,0.5,,,,2,,,,,,,1,,,,0.5,,,,,,,,,,,,1,1,,1,0.5,0.5,,,0.25,,,,2,1,,,
2455763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,0.25,,,0.25,,,,0.5,,,,
2455986,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2456026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,
2456116,1,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,2,,,,,,,,
2456294,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,2,,,2,,,,
2456380,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456467,,,,,3,2,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,
2456517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456646,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456740,,,0.5,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,
2456933,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,
2456960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0.5,,,,,0.5,,,
2457128,,2,,,,2,,,,,,,,,,3,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,
2457217,,,,,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457305,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
2457352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,
2457624,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
2457735,,,,,1,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,
2457915,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0.5,,,0.25,,1,,,,,,,,,,,
2457958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,0.25,,,1,1,,,,,,,,,,,
2458040,,,0.5,,,,0.5,,,,,,,,,,,,,,1,,,,,,1,0.5,,0.25,1,,,0.25,,,,,,,,,,,,,,,,,,,
2458089,,,,,1,,3,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,3,,,3,,,,,,,,,3,,,,
2458299,,,,,,1,,,1,1,,,,,,,,,,,,,,0.5,,,,,1,,,,,0.5,,,,,,1,,,,1,,,,,1,,,,
2458325,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,
2458445,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458451,,,,,1,1,,,,,,,0.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.25,,,,,,,,,,,
2458622,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
2458742,,,,,1,2,,,,,,1,,,,,,1,,,,,,,,,,,1,1,,,0.25,,,,0.25,,,0.5,1,0.5,,,0.25,,,,1,,,,
2458781,,1,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
2458883,,,,,,0.5,0.5,,,0.5,,,,,,0.5,0.5,,,,0.5,0.5,,,,,,,,,,,0.5,,,,,,,,0.25,,,,,,,,,,,,
2459221,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,0.25,,,,0.5,,,,,,,,,1,,,,,1,1,,,
2459301,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459314,,,1,,,,2,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,1,1,,,,,,1,,,0.5,,,,,1,,,
2459680,,0.5,1,,0.5,0.5,1,,,,,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,
2459759,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,
2459767,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,0.25,,,,,,,,,,,,,,,,,,,0.5,
2459841,,,,,1,,,,,,,0.5,,,,,,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460087,,,,,1,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
2460297,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0.25,,,0.5,,,,,,,,,,,,,
2460303,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460361,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460409,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
2460436,,,1,,1,1,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,
2460481,,,,,,,1,,,,,,,,,,,,,,,0.5,,0.25,0.5,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,
2460557,,,,,1,,,,,1,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460733,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460808,,,,,2,,,,,,,,,,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460875,,,,,,,,,,,,,,,1,1,,,,,,,,0.5,2,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,
2460892,,,,,,,,,,,,,,,,,,,,0.5,,1,,,,,,,,,,1,1,,1,,,,,,0.25,0.5,,,,,,,,1,1,,
2460989,,,,1,,,,,,1,,,1,,,,1,,,,,,,,,,,1,,,,,,,0.25,,,1,,,1,1,,1,,,,,2,,,1,
2461200,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461515,,,,,1,,,,1,1,,1,0.5,,,,,,0.5,,,,,,,,,,,,,,,0.5,,,,1,,0.5,,1,,,0.5,,,,1,3,,,0.25
2461570,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461666,,,1,,1,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
2461708,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,
2461710,0.5,,1,,1,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,0.5,,1,,,0.5,,,,0.25,,,0.25,,,,,0.5,,,
2461984,,,,,,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,1,,1,1,,,1,,,,,,0.5,1,,,1,,,1,,,,
2462022,,,,,4,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2462129,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0.25,,0.25,0.25,,,,0.25,0.25,,,,,,,
2462151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462406,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462468,,,,,1,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462813,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,
2462856,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,,,,,,,,,,,,,,,,0.5,,,,,,,
